item_id,item_name,unit_id,unit_name,category,subcategory,serving_size,calories,total_fat,saturated_fat,trans_fat,cholesterol,sodium,total_carb,dietary_fiber,sugars,protein,calcium,iron,potassium,ingredients,allergens,scraped_at
246048199,Classic Lasagna,13,Cafe,All Day,Heat and Eat,Portion (385g),620,38g,19g,NA,120mg,970mg,32g,2g,4g,40g,222mg,2.56mg,,"Ricotta Cheese Mix (Cheese Ricotta Whole Milk Tub Ref (SWEET WHEY, WHOLE MILK, SWEET CREAM, CULTURE, VINEGAR AND SALT), Grated Parmesan (PASTEURIZED PART-SKIM MILK, CHEESE CULTURES, SALT, ENZYMES AND POWDERED CELLULOSE (ANTI-CAKING AGENT).), Large White Eggs, Ground Black Pepper (BLACK PEPPER)), Meat Sauce for Lasagna (Beef Ground Chuck 81/19 Angus Fine Raw, Marinara Sauce (Tomato Whole Plum W/ Basil In Juice Peel (VINE-RIPENED FRESH PLUM TOMATOES, TOMATO JUICE, FRESH BASIL LEAF, SALT AND NATURALLY DERIVED CITRIC ACID.), Garlic Puree (Garlic White Whole Clove Peeled, Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA))), Jumbo Yellow Onion, Sugar White Extra Fine Cane (SUGAR OR SUCROSE), Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA)), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA)), Tomato Whole Plum W/ Basil In Juice Peel (VINE-RIPENED FRESH PLUM TOMATOES, TOMATO JUICE, FRESH BASIL LEAF, SALT AND NATURALLY DERIVED CITRIC ACID.), Jumbo Yellow Onion, Celery Stalk Fresh  36 CT, Carrot Celo Pack Fresh REF, Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA)), Garlic Puree (Garlic White Whole Clove Peeled, Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA))), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Syrian Spice Mix (BLACK PEPPER, ALLSPICE, CINNAMON, NUTMEG, CORIANDER, CLOVES, GINGER), Dried Thyme Leaf, Beef Flavored Base (ROASTED BEEF AND CONCENTRATED BEEF STOCK, SALT, HYDROLYZED SOY, CORN AND WHEAT PROTEINS, MALTODEXTRIN, AUTOLYZED YEAST EXTRACT, PALM OIL, SUGAR, CARAMEL COLOR, ONION POWDER, 2% OR LESS OF CORN OIL, DISODIUM INOSINATE, DISODIUM GUANYLATE, MODIFIED CORNSTARCH, NATURAL FLAVORS, LACTIC ACID), Dried Basil Leaf (WHOLE BASIL LEAVES.)), Noodle Lasagna Cooked (Pasta Lasagna Smooth Sheet Ckd Frz (ENRICHED SEMOLINA FLOUR (SEMOLINA FLOUR [NIACIN, FERROUS SULFATE, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID]), WATER, PASTEURIZED WHOLE EGGS. CONTAINS: WHEAT, EGGS PRODUCED IN A FACILITY THAT HANDLES MILK)), Marinara Sauce (Tomato Whole Plum W/ Basil In Juice Peel (VINE-RIPENED FRESH PLUM TOMATOES, TOMATO JUICE, FRESH BASIL LEAF, SALT AND NATURALLY DERIVED CITRIC ACID.), Garlic Puree (Garlic White Whole Clove Peeled, Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA))), Jumbo Yellow Onion, Sugar White Extra Fine Cane (SUGAR OR SUCROSE), Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA)), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA)), Feather Shredded Monterey Jack Cheddar (MONTERY JACK CHEESE (PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES), POTATO STARCH AND POWERED CELLULOSE ADDED TO PREVENT CAKING, NATAMYCIN (A NATURAL MOLD INHIBITOR).)",,2025-06-04T14:16:29.327541
246048200,Gourmet Mac N Cheese,13,Cafe,All Day,Heat and Eat,10 oz Portion (283g),520,27g,17g,NA,90mg,640mg,49g,2g,5g,18g,141mg,0.91mg,,"Mac and Cheese Sauce (Gallon Whole Milk Vit D (MILK, VITAMIN D3), Cheese Cheddar Mild SHRED (CHEDDAR CHEESE (PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES, ANNATTO [COLOR]), POTATO STARCH AND POWERED CELLULOSE ADDED TO PREVENT CAKING, NATAMYCIN (A NATURAL MOLD INHIBITOR).), Heavy Whipping Cream (HEAVY CREAM (MILK), MILK, CONTAINS LESS THAN 0.5% OF: CARRAGEENAN, MONO AND DIGLYCERIDES, POLYSORBATE 80), Flour All Purpose Sanford SG, Unsalted Solid Butter (PASTEURIZED CREAM, NATURAL FLAVORINGS), Garlic Puree (Garlic White Whole Clove Peeled, Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA))), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Ground Nutmeg), Pasta Penne Cooked (Pasta Penne Rigate (SEMOLINA WHEAT, DURUM WHEAT FLOUR, VITAMIN B3 NIACIN, IRON FERROUS SULFATE, VITAMIN B1 THIAMINE MONONITRATE, VITAMIN B2 RIBOFLAVIN, FOLIC ACID.  PROCESSED IN A FACILITY THAT USES EGGS))",,2025-06-04T14:16:30.112178
246048201,Tomato Basil Bisque,13,Cafe,All Day,Heat and Eat,7 oz Portion (197g),150,10g,7g,0g,40mg,780mg,12g,1g,5g,3g,22mg,1.10mg,,"Tomato Whole Plum W/ Basil In Juice Peel (VINE-RIPENED FRESH PLUM TOMATOES, TOMATO JUICE, FRESH BASIL LEAF, SALT AND NATURALLY DERIVED CITRIC ACID.), Heavy Whipping Cream (HEAVY CREAM (MILK), MILK, CONTAINS LESS THAN 0.5% OF: CARRAGEENAN, MONO AND DIGLYCERIDES, POLYSORBATE 80), Jumbo Yellow Onion, Jumbo Carrots, Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Fresh Basil Herb (FRESH BASIL.)",,2025-06-04T14:16:30.868694
246048209,Apple Moroccan Couscous,13,Cafe,All Day,Snack Boxes and Sides,8 oz Portion (133g),270,17g,3.5g,NA,0mg,15mg,32g,3g,15g,3g,11mg,0.44mg,,"Couscous, Apple Granny Smith Sliced Fz, Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA)), Dried Apricots (APRICOT), Raisin Seedless Golden (RAISINS), Washed & Destemmed Fresh Cilantro Herb, Cranberry Dried Sweet (DRIED CRANBERRIES, SUGAR, SUNFLOWER OIL.), Garlic Puree (Garlic White Whole Clove Peeled, Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA))), Base Vegetable Paste Shelf Stable (A BLEND OF VEGETABLES [PUREES CARROT, CELERY, ONION, SAUTEED ONION, RED BELL PEPPER, DEHYDRATED TOMATO, CARROTS, GREEN BELL PEPPER, ONION, JUICES ONION, GARLIC, SHALLOT, CARROT], SUGAR, SALT, YEAST EXTRACT, HYDROLYZED CORN PROTEIN, CONTAINS 2 OR LESS OF THE FOLLOWING: MALTODEXTRIN, CANOLA OIL, NATURAL FLAVORS, DISODIUM INOSINATE, DISODIUM GUANYLATE, SPICE, RED WINE CONCENTRATE, HYDROLYZED SOY PROTEIN), Curry Powder (SPICES (INCLUDING CORIANDER, FENUGREEK TURMERIC AND RED PEPPER), AND ONION), Ground Black Pepper (BLACK PEPPER)",,2025-06-04T14:16:31.645342
246048202,Chicken Salad Snack Box,13,Cafe,All Day,Snack Boxes and Sides,16 oz Portion (454g),760,42g,8g,NA,65mg,990mg,66g,11g,9g,33g,150mg,5.36mg,,"Chicken Salad (Chicken Breast Roasted (Chicken Breast Double Lobe Random, Lemon Juice Not from Concentrate (LEMONS), Spice Oregano Flake Plastic Jug Shelf St, Ground Coriander, Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Spice Cumin Ground Monarch 16 oz (GROUND CUMIN SEEDS), Spice Pepper Black Ground, Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA))), Mayonnaise Heavy Duke's (SOYBEAN OIL, EGG YOLKS, WATER, DISTILLED AND CIDER VINEGAR, CORN SYRUP, SALT, HIGH FRUCTOSE CORN SYRUP, SPICE, OLEORESIN PAPRIKA, AND CALCIUM DISODIUM EDTA ADDED TO PROTECT FLAVOR), Jumbo Red Onion, Celery Stalk Fresh  36 CT), Apple Couscous (Couscous, Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA)), Apple Granny Smith Sliced Fz, Dried Apricots (APRICOT), Raisin Seedless Golden (RAISINS), Washed & Destemmed Fresh Cilantro Herb, Cranberry Dried Sweet (DRIED CRANBERRIES, SUGAR, SUNFLOWER OIL.), Garlic Puree (Garlic White Whole Clove Peeled, Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA))), Base Vegetable Paste Shelf Stable (A BLEND OF VEGETABLES [PUREES CARROT, CELERY, ONION, SAUTEED ONION, RED BELL PEPPER, DEHYDRATED TOMATO, CARROTS, GREEN BELL PEPPER, ONION, JUICES ONION, GARLIC, SHALLOT, CARROT], SUGAR, SALT, YEAST EXTRACT, HYDROLYZED CORN PROTEIN, CONTAINS 2 OR LESS OF THE FOLLOWING: MALTODEXTRIN, CANOLA OIL, NATURAL FLAVORS, DISODIUM INOSINATE, DISODIUM GUANYLATE, SPICE, RED WINE CONCENTRATE, HYDROLYZED SOY PROTEIN), Curry Powder (SPICES (INCLUDING CORIANDER, FENUGREEK TURMERIC AND RED PEPPER), AND ONION), Ground Black Pepper (BLACK PEPPER)), Orzo Pesto (Pasta Orzo Cooked (Pasta Orzo Roseli (DURUM WHEAT SEMOLINA, TOMATO SOLIDS, DRIED SPINACH, NIACIN, IRON (FERROUS SULFATE), THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID. MANUFACTURED IN A FACILITY THAT USES EGGS)), Pesto No Nuts (Baby Spinach Flat Leaves (SPINACH), Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA)), Shredded Parmesan (PARMESAN CHEESE (PASTEURIZED PART-SKIM MILK, CHEESE CULTURES, SALT, ENZYMES), POWDERED CELLULOSE ADDED TO PREVENT CAKING.), Fresh Basil Herb (FRESH BASIL.), Lemon Juice Not from Concentrate (LEMONS), Garlic Puree (Garlic White Whole Clove Peeled, Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA))), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Spice Pepper Black Ground), Cheese Parmesan Wheel Vac Pk 4/6 LBA (PASTEURIZED MILK, CHEESE CULTURE, SALT, RENNET), Lemon Juice Not from Concentrate (LEMONS), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Spice Pepper Black Ground), Black Bean Salad (Bean Black Cn, Pepper Bell Tri Color Asstd (SWEET MINI PEPPERS), Corn Yellow Cut Frz, Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA)), 5% Apple Cider Vinegar (APPLE CIDER VINEGAR AND WATER), Celery Stalk Fresh  36 CT, Fresh Curly Parsley Herb, Onions Green Trimmed Iceless Fresh (ONION), CILANTRO FRESH HERB PACKER, Ground Cumin, Ground Coriander, Spice Red Pepper Crushed 12 OZ (CRUSHED RED PEPPER.), Spice Pepper Black Ground, Salt Kosher Ground Fine Box (SALT, TRICALCIUM PHOSPHATE))",,2025-06-04T14:16:32.603394
246048204,Farm Fresh Eggs,13,Cafe,All Day,Snack Boxes and Sides,2 Egg Portion (92g),140,10g,3g,NA,340mg,115mg,1g,0g,1g,11g,46mg,1.09mg,,Large White Eggs,,2025-06-04T14:16:33.364201
246048211,Feta Cilantro Bowtie Salad,13,Cafe,All Day,Snack Boxes and Sides,6 oz Portion (169g),520,21g,5g,NA,10mg,200mg,73g,3g,4g,12g,1025mg,26.42mg,,"Pasta Bowtie (Pasta Farfalle Bow Tie Shelf Stable (SEMOLINA (WHEAT), DURUM WHEAT FLOUR, NIACIN, IRON (FERROUS SULFATE), THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID)), Grape Tomatoes (TOMATO), Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA)), Fresh Curly Parsley Herb, CILANTRO FRESH HERB PACKER, Cheese Feta Loaf Vac Pac (PASTEURIZED MILK, SALT, CHEESE CULTURE, AND ENZYMES. ALLERGENS CONTAINS DAIRY.), 5% Apple Cider Vinegar (APPLE CIDER VINEGAR AND WATER), Onions Green Trimmed Iceless Fresh (ONION), Garlic White Whole Clove Peeled, Spice Pepper Black Ground","Pasta Bowtie (Pasta Farfalle Bow Tie Shelf Stable (SEMOLINA (WHEAT), DURUM WHEAT FLOUR, NIACIN, IRON (FERROUS SULFATE), THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID)), Grape Tomatoes (TOMATO), Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA)), Fresh Curly Parsley Herb, CILANTRO FRESH HERB PACKER, Cheese Feta Loaf Vac Pac (PASTEURIZED MILK, SALT, CHEESE CULTURE, AND ENZYMES. ALLERGENS CONTAINS DAIRY.), 5% Apple Cider Vinegar (APPLE CIDER VINEGAR AND WATER), Onions Green Trimmed Iceless Fresh (ONION), Garlic White Whole Clove Peeled, Spice Pepper Black Ground",2025-06-04T14:16:34.150162
246048205,Fruit Cup,13,Cafe,All Day,Snack Boxes and Sides,8 oz Portion (220g),90,0g,0g,0g,0mg,25mg,24g,2g,21g,2g,19mg,0.34mg,,"Cantaloupe 6 Ct, Golden Pineapple, Honeydew Melon, Grape Red Seedless Box (GRAPES.)",,2025-06-04T14:16:34.898495
246048212,Garbanzo Greek Salad,13,Cafe,All Day,Snack Boxes and Sides,5 oz Portion (141g),170,13g,3.5g,NA,10mg,450mg,14g,3g,2g,5g,68mg,0.38mg,,"Chickpeas Bush (PREPARED CHICK PEAS, WATER, SALT, CALCIUM CHLORIDE ADDED AS A FIRMING AGENT, AND DISODIUM EDTA ADDED TO PRESERVE COLOR.), Tomato Roma - Ford's (TOMATO), Pepper Bell Tri Color Asstd (SWEET MINI PEPPERS), Cheese Feta Loaf Vac Pac (PASTEURIZED MILK, SALT, CHEESE CULTURE, AND ENZYMES. ALLERGENS CONTAINS DAIRY.), Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA)), Lemon Juice Not from Concentrate (LEMONS), Fresh Curly Parsley Herb, Jumbo Red Onion, Onions Green Trimmed Iceless Fresh (ONION), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Dried Thyme Leaf, Spice Oregano Flake Plastic Jug Shelf St, Spice Pepper Black Ground","Chickpeas Bush (PREPARED CHICK PEAS, WATER, SALT, CALCIUM CHLORIDE ADDED AS A FIRMING AGENT, AND DISODIUM EDTA ADDED TO PRESERVE COLOR.), Tomato Roma - Ford's (TOMATO), Pepper Bell Tri Color Asstd (SWEET MINI PEPPERS), Cheese Feta Loaf Vac Pac (PASTEURIZED MILK, SALT, CHEESE CULTURE, AND ENZYMES. ALLERGENS CONTAINS DAIRY.), Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA)), Lemon Juice Not from Concentrate (LEMONS), Fresh Curly Parsley Herb, Jumbo Red Onion, Onions Green Trimmed Iceless Fresh (ONION), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Dried Thyme Leaf, Spice Oregano Flake Plastic Jug Shelf St, Spice Pepper Black Ground",2025-06-04T14:16:35.702450
246048206,Hummus and Pita Crisp,13,Cafe,All Day,Snack Boxes and Sides,Portion (201g),500,36g,4g,NA,0mg,1420mg,35g,4g,1g,10g,35mg,2.76mg,,"Hummus (Bean Garbanzo in Brine Cn (PREPARED GARBANZO BEANS, WATER, SALT, DISODIUM EDTA ADDED FOR COLOR RETENTION.), Sesame Tahini Flavoring Paste (PURE GROUND HULLED SESAME SEEDS), Lemon Juice Not from Concentrate (LEMONS), Garlic Chopped in Water, Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Ground Cumin, Ground Black Pepper (BLACK PEPPER)), Pita Crisps (Bread Pita Neomonde 4 Ct (UNBLEACHED AND UNBROMATED WHEAT FLOUR (MALTED BARLEY FLOUR, NIACIN, IRON, THIAMINMONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, SALT, SUGAR, YEAST.  NEOMONDE BAKERY PRODUCTS ARE PRODUCED IN A FACILITY THAT CONTAINS:  NUTS, SESAME SEEDS, WHEAT, SOY, EGGS, MILK.), 75/25 Canola and Extra Virgin Olive Oil (CANOLA OIL, EXTRA VIRGIN OLIVE OIL), Garlic Puree (Garlic White Whole Clove Peeled, Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA))), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA)), Bean Garbanzo in Brine Cn (PREPARED GARBANZO BEANS, WATER, SALT, DISODIUM EDTA ADDED FOR COLOR RETENTION.), Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA))",,2025-06-04T14:16:36.515061
246048207,Hummus and Pita Cup,13,Cafe,All Day,Snack Boxes and Sides,Container (170g),380,26g,3g,NA,0mg,1090mg,27g,4g,1g,9g,38mg,2.56mg,,"Hummus (Bean Garbanzo in Brine Cn (PREPARED GARBANZO BEANS, WATER, SALT, DISODIUM EDTA ADDED FOR COLOR RETENTION.), Sesame Tahini Flavoring Paste (PURE GROUND HULLED SESAME SEEDS), Lemon Juice Not from Concentrate (LEMONS), Garlic Chopped in Water, Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Ground Cumin, Ground Black Pepper (BLACK PEPPER)), Pita Crisps (Bread Pita Neomonde 4 Ct (UNBLEACHED AND UNBROMATED WHEAT FLOUR (MALTED BARLEY FLOUR, NIACIN, IRON, THIAMINMONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, SALT, SUGAR, YEAST.  NEOMONDE BAKERY PRODUCTS ARE PRODUCED IN A FACILITY THAT CONTAINS:  NUTS, SESAME SEEDS, WHEAT, SOY, EGGS, MILK.), 75/25 Canola and Extra Virgin Olive Oil (CANOLA OIL, EXTRA VIRGIN OLIVE OIL), Garlic Puree (Garlic White Whole Clove Peeled, Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA))), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA))",,2025-06-04T14:16:37.318457
246048208,Mediterranean Snack Box,13,Cafe,All Day,Snack Boxes and Sides,15 oz Portion (428g),630,38g,5g,NA,NA,1860mg,58g,12g,8g,19g,158mg,8.40mg,,"Tabbouleh (Tomato Roma - Ford's (TOMATO), Fresh Curly Parsley Herb, Tabbouleh Dressing (Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA)), Lemon Juice Not from Concentrate (LEMONS), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Syrian Spice Mix (BLACK PEPPER, ALLSPICE, CINNAMON, NUTMEG, CORIANDER, CLOVES, GINGER), Spice Pepper Black Ground), Cucumber Large English Seedless (ENGLISH LONG CUCUMBER.), Grain Wheat Bulgur Rykoff 10 lb, Onions Green Trimmed Iceless Fresh (ONION)), Hummus (Bean Garbanzo in Brine Cn (PREPARED GARBANZO BEANS, WATER, SALT, DISODIUM EDTA ADDED FOR COLOR RETENTION.), Sesame Tahini Flavoring Paste (PURE GROUND HULLED SESAME SEEDS), Lemon Juice Not from Concentrate (LEMONS), Garlic Chopped in Water, Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Ground Cumin, Ground Black Pepper (BLACK PEPPER)), Falafel Ball (Split Baby Garbanzo Beans, 1/4"" Diced Yellow Onion (ONION), Garlic Puree (Garlic White Whole Clove Peeled, Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA))), Washed & Destemmed Fresh Cilantro Herb, Falafel Spice (CUMIN, CORIANDER, BLACK PEPPER, RED CAYENNE PEPPER), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Ground Cumin, Ground Coriander, Ground Cayenne Pepper (CAYENNE PEPPER.), Ground Cinnamon, 20 oz Distilled Water (WATER)), Pita Crisps (Bread Pita Neomonde 4 Ct (UNBLEACHED AND UNBROMATED WHEAT FLOUR (MALTED BARLEY FLOUR, NIACIN, IRON, THIAMINMONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, SALT, SUGAR, YEAST.  NEOMONDE BAKERY PRODUCTS ARE PRODUCED IN A FACILITY THAT CONTAINS:  NUTS, SESAME SEEDS, WHEAT, SOY, EGGS, MILK.), 75/25 Canola and Extra Virgin Olive Oil (CANOLA OIL, EXTRA VIRGIN OLIVE OIL), Garlic Puree (Garlic White Whole Clove Peeled, Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA))), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA))",,2025-06-04T14:16:38.196581
246048213,Penne Pesto Salad,13,Cafe,All Day,Snack Boxes and Sides,5 oz Portion (142g),260,9g,2.5g,NA,< 5mg,660mg,36g,2g,< 1g,9g,42mg,0.86mg,,"Pasta Penne Cooked (Pasta Penne Rigate (SEMOLINA WHEAT, DURUM WHEAT FLOUR, VITAMIN B3 NIACIN, IRON FERROUS SULFATE, VITAMIN B1 THIAMINE MONONITRATE, VITAMIN B2 RIBOFLAVIN, FOLIC ACID.  PROCESSED IN A FACILITY THAT USES EGGS)), Pesto No Nuts (Baby Spinach Flat Leaves (SPINACH), Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA)), Shredded Parmesan (PARMESAN CHEESE (PASTEURIZED PART-SKIM MILK, CHEESE CULTURES, SALT, ENZYMES), POWDERED CELLULOSE ADDED TO PREVENT CAKING.), Fresh Basil Herb (FRESH BASIL.), Lemon Juice Not from Concentrate (LEMONS), Garlic Puree (Garlic White Whole Clove Peeled, Oil Blend (Oil Canola Tff Salad (COTTONSEED OIL), Oil Olive Truffle White Extra Virgin (XTRA VIRGIN OLIVE OIL, ITALIAN WHITE TRUFFLE AROMA))), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Spice Pepper Black Ground), Cheese Parmesan Wheel Vac Pk 4/6 LBA (PASTEURIZED MILK, CHEESE CULTURE, SALT, RENNET), Lemon Juice Not from Concentrate (LEMONS), Seasoning Salt Kosher (SALT, YELLOW PRUSSIATE OF SODA), Spice Pepper Black Ground",,2025-06-04T14:16:39.014853
